ex_serial|ex_type|ex_code|ex_body_part|ex_description
6225|MR|ZCRMRL12  |OT|ZCRMRL120^MRI Thigh
6268|MR|ZCRMRL1201|OT|ZCRMRL120A^MRI Thigh (Additional Region)
6193|MR|ZCRMRL13  |OT|ZCRMRL130^MRI Knee
6214|MR|ZCRMRL1301|OT|ZCRMRL130A^MRI Knee (Additional Region)
6266|MR|ZCRMRL1302|OT|ZCRMRL136^Visionaire MRI Knee
7047|MR|ZCRMRL1303|OT|ZCRMRL130GP^MRI Knee (ACCHT/GP)
6195|MR|ZCRMRL14  |OT|ZCRMRL140^MRI Lower Leg
6196|MR|ZCRMRL1401|OT|ZCRMRL145^MRI Ankle
6240|MR|ZCRMRL1402|OT|ZCRMRL140A^MRI Lower Leg (Additional Reg
6265|MR|ZCRMRL1403|OT|ZCRMRL145A^MRI Ankle (Additional Region)
6238|MR|ZCRMRL16  |OT|ZCRMRL160^MRI Foot
6249|MR|ZCRMRL1601|OT|ZCRMRL160A^MRI Foot (Additional Region)
8544|MR|ZCRMRL50  |OT|ZCRMRL500^MR Upper Leg/Thigh
8617|MR|ZCRMRL5001|OT|ZCRMRL500A^MR Upper Leg/Thigh (secondary
8437|MR|ZCRMRL51  |OT|ZCRMRL510^MR Knee
8587|MR|ZCRMRL5101|OT|ZCRMRL510A^MR Knee (secondary)
8633|MR|ZCRMRL5102|OT|ZCRMRL510GP^MR Knee (ACCHT/GP)
8640|MR|ZCRMRL5103|OT|ZCRMRL511^MR Knee Metal
8801|MR|ZCRMRL5104|OT|ZCRMRL512^MR Knee Prosthetic Planning
8615|MR|ZCRMRL52  |OT|ZCRMRL520A^MR Lower Leg (secondary)
8616|MR|ZCRMRL5201|OT|ZCRMRL520^MRI Lower Leg
8432|MR|ZCRMRL53  |OT|ZCRMRL530^MR Ankle
8558|MR|ZCRMRL5301|OT|ZCRMRL530A^MR Ankle (secondary)
8477|MR|ZCRMRL54  |OT|ZCRMRL540^MR Foot
8635|MR|ZCRMRL5401|OT|ZCRMRL540A^MR Foot (secondary)
6210|MR|ZCRMRL86  |OT|ZCRMRL860^MRI Arthro Hip
6272|MR|ZCRMRL8601|OT|ZCRMRL860A^MRI Arthro Hip (Additional Re
6529|MR|ZCRMRL8602|OT|ZCRMRL861^MRI Arthro Knee
6854|MR|ZCRMRL8603|OT|ZCRMRL861A^MRI Arthro Knee (Additional R
6902|MR|ZCRMRL8604|OT|ZCRMRL863A^MRI Arthro Foot (Additional R
7117|MR|ZCRMRL8605|OT|ZCRMRL862A^MRI Arthro Ankle (Additional
7265|MR|ZCRMRL8606|OT|ZCRMRL862^MRI Arthro Ankle
6285|MR|ZCRMRM10  |OT|ZCRMRM108^MRI Brain and Spinal Cord
6776|MR|ZCRMRM1001|OT|ZCRMRM109^MRI Brain and Single Spine
6280|MR|ZCRMRM11  |OT|ZCRMRM112^MRI Brain with Full Spine Revi
6754|MR|ZCRMRM12  |OT|ZCRMRM120^MRI Head and Limited Spine (MS
6747|MR|ZCRMRM30  |OT|ZCRMRM300^MRI Whole Body Sceen (Muscle)
6832|MR|ZCRMRM3001|OT|ZCRMRM301^MRI Whole Body - Complex
8686|MR|ZCRMRM82  |OT|ZCRMRM826^MR Brain with Full Spine Revie
8647|MR|ZCRMRM83  |OT|ZCRMRM830^MR Whole Body - Myeloma
8721|MR|ZCRMRM8301|OT|ZCRMRM835^MRI Neurography
8741|MR|ZCRMRM8302|OT|ZCRMRM832^MR Whole Body - Muscle Screen
8827|MR|ZCRMRM8303|OT|ZCRMRM831^MR Whole Body - Oncology
8844|MR|ZCRMRM8304|OT|ZCRMRM833^MR Whole Body - STIR
9063|MR|ZCRMRM8305|OT|ZCRMRM834^MR Paraganglioma
8545|MR|ZCRMRN05  |OT|ZCRMRN050^MR Neck - Soft Tissue
8575|MR|ZCRMRN0501|OT|ZCRMRN056^MR Brachial Plexus
8768|MR|ZCRMRN0502|OT|ZCRMRN056A^MR Brachial Plexus (secondary
8947|MR|ZCRMRN0503|OT|ZCRMRN050A^MR Neck (secondary)
9036|MR|ZCRMRN0504|OT|ZCRMRN055^MR Sialogram
6250|MR|ZCRMRN10  |OT|ZCRMRN100^MRI Neck
6446|MR|ZCRMRN1001|OT|ZCRMRN100A^MRI Neck (Additional Region)
7399|MR|ZCRMRN20  |OT|ZCRMRN200^MRI Brachial Plexus
7434|MR|ZCRMRN2001|OT|ZCRMRN200A^MRI Brachial Plexus (Addition
6335|MR|ZCRMRR00  |OT|ZCRMRR002^MRI Brain Research PTSD
6377|MR|ZCRMRR0001|OT|ZCRMRR008^MRI Brain Research Head Tappin
6388|MR|ZCRMRR0002|OT|ZCRMRR007^MRI Brain Research ADHD
6443|MR|ZCRMRR0003|OT|ZCRMRR004^MRI Brain Research Cognitive E
6527|MR|ZCRMRR0004|OT|ZCRMRR005^MRI Brain Research STUTTERING
6394|MR|ZCRMRR01  |OT|ZCRMRR010^MRI Brain Research PD Follow U
6439|MR|ZCRMRR0101|OT|ZCRMRR019^MRI Brain Research MERCK P0773
6528|MR|ZCRMRR0102|OT|ZCRMRR012^MRI Brain Reseach PILOT
6545|MR|ZCRMRR0103|OT|ZCRMRR011^MRI Brain Research PD-MCI
7670|MR|ZCRMRR0104|OT|ZCRMRR017^MRI Abdomen Research GENZYME M
6332|MR|ZCRMRR02  |OT|ZCRMRR021^MRI Brain Researcj NZ VLBW
6334|MR|ZCRMRR0201|OT|ZCRMRR026^MRI Brain Research MAGNUM
6336|MR|ZCRMRR0202|OT|ZCRMRR020^MRI Brain Research CELLDEX
6337|MR|ZCRMRR0203|OT|ZCRMRR028^MRI Brain Research MS sunbeaM
6340|MR|ZCRMRR0204|OT|ZCRMRR023^MRI Brain Research MS PREVANZ
6379|MR|ZCRMRR0205|OT|ZCRMRR025^MRI Wrist Research RHEUMATOID
6384|MR|ZCRMRR0206|OT|ZCRMRR029^MRI Knee Research MARS
6390|MR|ZCRMRR0207|OT|ZCRMRR022^MRI Abdomen Research PERSIST
6376|MR|ZCRMRR03  |OT|ZCRMRR030^MRI Abdomen Rsearch PERSIST-2
6479|MR|ZCRMRR0301|OT|ZCRMRR031^Armaron Study - MRI Cardiac
6512|MR|ZCRMRR0302|OT|ZCRMRR038^MRI Breast - ANZ1401 ELIMINATE
6513|MR|ZCRMRR0303|OT|ZCRMRR035^Tanezumab - MRI Knees
6514|MR|ZCRMRR0304|OT|ZCRMRR034^Tanezumab - MRI Hips
6526|MR|ZCRMRR0305|OT|ZCRMRR032^MRI Brain Sleep Apnoea
6535|MR|ZCRMRR0306|OT|ZCRMRR039^PRIME R2477-1033-HV-1621 MRI T
6801|MR|ZCRMRR0307|OT|ZCRMRR036^Daybreak Study - MRI Brain +/-
6554|MR|ZCRMRR04  |OT|ZCRMRR040^MRI Brain (init ) STEADFAST TT
6558|MR|ZCRMRR0401|OT|ZCRMRR042^MRI Brain (Init Visit) STEADFA
6779|MR|ZCRMRR0402|OT|ZCRMRR045^MRI Brain - AbbVie M15-566
6784|MR|ZCRMRR0403|OT|ZCRMRR044^MRI Brain - Tremor Suppression
6788|MR|ZCRMRR0404|OT|ZCRMRR046^MRI Sinuses - MFSDD-005
6818|MR|ZCRMRR0405|OT|ZCRMRR047^MRI Brain (baseline)-MK3475-02
6863|MR|ZCRMRR0406|OT|ZCRMRR043^MRI Brain F/U - STEADFAST TTP4
6912|MR|ZCRMRR0407|OT|ZCRMRR049^MRI Brain - CA209-915 Study
6870|MR|ZCRMRR05  |OT|ZCRMRR050^MRI Brain - DPRC
6873|MR|ZCRMRR0501|OT|ZCRMRR052^MRI Brain - CK301
6875|MR|ZCRMRR0502|OT|ZCRMRR051^MRI Brain - NIMO Prem
7035|MR|ZCRMRR0503|OT|ZCRMRR054^MRI BRIAN WITH DIFFUSION TENSO
7090|MR|ZCRMRR0504|OT|ZCRMRR055^MRI BRAIN
7075|MR|ZCRMRR06  |OT|ZCRMRR061^MRI Thigh - FDY-5301-202
7103|MR|ZCRMRR0601|OT|ZCRMRR063^MRI Curasen Screening
7104|MR|ZCRMRR0602|OT|ZCRMRR064^MRI Curasen - Cohort 1&2
7122|MR|ZCRMRR0603|OT|ZCRMRR065^MRI Curasen - Cohort 3&4
7131|MR|ZCRMRR0604|OT|ZCRMRR066^MRI Head - BN40423 Study
7156|MR|ZCRMRR0605|OT|ZCRMRR069^MRI Brain - BMS CA209-8FC Stud
7279|MR|ZCRMRR0606|OT|ZCRMRR068^MRI MRCP - GS-US-428-4194 Stud
7169|MR|ZCRMRR07  |OT|ZCRMRR070^MRI Brain CEQ_Brain Study
7173|MR|ZCRMRR0701|OT|ZCRMRR072^MRI DPF - ARO-ANGI1001 Study
7179|MR|ZCRMRR0702|OT|ZCRMRR071^MRI Sinuses LYR-210-2018-002 S
7190|MR|ZCRMRR0703|OT|ZCRMRR074^MRI Brain - Cerebrovascular He
7211|MR|ZCRMRR0704|OT|ZCRMRR076^MR Cardiac - Cannabis Study
7212|MR|ZCRMRR0705|OT|ZCRMRR075^MRI Brain - Cannabis Study
7343|MR|ZCRMRR0706|OT|ZCRMRR078^MRI Brain  MK-1308 Study
7295|MR|ZCRMRR08  |OT|ZCRMRR082^MRI EPCOT Screening
7296|MR|ZCRMRR0801|OT|ZCRMRR084^MRI Pelvis - SPAR Study
7300|MR|ZCRMRR0802|OT|ZCRMRR083^MRI Epcot Study
7339|MR|ZCRMRR0803|OT|ZCRMRR081^MRI Brain - FORDOP Study
7342|MR|ZCRMRR0804|OT|ZCRMRR080^MRI Small Bowel - MRI Crohn's
7345|MR|ZCRMRR0805|OT|ZCRMRR086^MRI Brain - BGB-900-105 Study
7351|MR|ZCRMRR0806|OT|ZCRMRR085^MRI Prostate - PEDAL Trial
7370|MR|ZCRMRR0807|OT|ZCRMRR087^MRI-PDFF
7460|MR|ZCRMRR09  |OT|ZCRMRR092^MRI BRAIN - ALECTOR AL002 Stud
7472|MR|ZCRMRR0901|OT|ZCRMRR097^MRI Whole Body-Sanofi EFC15992
7473|MR|ZCRMRR0902|OT|ZCRMRR098^MRI Spine - Sanofi EFC15992 (I
7507|MR|ZCRMRR0903|OT|ZCRMRR096^MRI Lumbar Spine - Persica 002
7510|MR|ZCRMRR0904|OT|ZCRMRR095^MRI Liver - MK3655-001 Study
7734|MR|ZCRMRR0905|OT|ZCRMRR099^MRI Pelvis - Sanofi EFC15992 (
7461|MR|ZCRMRR10  |OT|ZCRMRR106^MRI Abdomen - Kiwifruit KINGS
7470|MR|ZCRMRR1001|OT|ZCRMRR107^MRI HEAD - PIVOT-12 STUDY
7475|MR|ZCRMRR1002|OT|ZCRMRR108^MRI PDFF Liver (AROAPOC3-2001)
7532|MR|ZCRMRR1003|OT|ZCRMRR109^MRI HEAD & CERVICAL SPINE (WA4
8805|MR|ZCRMRR1004|OT|ZCRMRR1084^MR Brain - AROATXN2-1001
7509|MR|ZCRMRR11  |OT|ZCRMRR111^MRI LIVER - AROANG3-2001 Study
7514|MR|ZCRMRR1101|OT|ZCRMRR115^MRI BRAIN (CuraSen CST103CST10
7540|MR|ZCRMRR1102|OT|ZCRMRR116^MRI BRAIN - Rugby Collisions (
7586|MR|ZCRMRR1103|OT|ZCRMRR110^MRI Brain - LOXO-BTK (20019)
7616|MR|ZCRMRR1104|OT|ZCRMRR119^MRI Brain Complex-Alterity (AT
7620|MR|ZCRMRR1105|OT|ZCRMRR118^MRI Knee - Onwards (Novartis C
7667|MR|ZCRMRR1106|OT|ZCRMRR117^MRI Brain (Complex) - WVE004-0
7622|MR|ZCRMRR12  |OT|ZCRMRR121^MRI DTI Healthy Cohort
7648|MR|ZCRMRR1201|OT|ZCRMRR122^MRI Liver - Infinity (VT-1001)
7656|MR|ZCRMRR1202|OT|ZCRMRR123^MRI BRAIN - NCWS (Neuroplastic
7669|MR|ZCRMRR1203|OT|ZCRMRR125^MRI PDFF/Liver (ISIS 678354-CS
7688|MR|ZCRMRR1204|OT|ZCRMRR129^MRI PDFF - Lagoon (OrsoBio)
7737|MR|ZCRMRR1205|OT|ZCRMRR127^MRI Knee (Unilateral) - QUC398
7778|MR|ZCRMRR1206|OT|ZCRMRR128^MRI Brain - MK-1492-008
7720|MR|ZCRMRR13  |OT|ZCRMRR130^MRI Brain -  Monarch SEL002 (C
7735|MR|ZCRMRR1301|OT|ZCRMRR131^MRI Brain - KeyVibe 10 (MK-768
7769|MR|ZCRMRR1302|OT|ZCRMRR133^MRI PDFF - DR10624-101 MAD
7787|MR|ZCRMRR1303|OT|ZCRMRR134^MRI Brain - M23-515
7790|MR|ZCRMRR1304|OT|ZCRMRR137^MRI Brain - PIVOT HD (PTC518-C
7798|MR|ZCRMRR1305|OT|ZCRMRR138^MRI Brain - BN42489 Study
7839|MR|ZCRMRR1306|OT|ZCRMRR139^MRI Brain - MRIJDA
7846|MR|ZCRMRR1307|OT|ZCRMRR135^MRI Brain - UK mTBI
7840|MR|ZCRMRR14  |OT|ZCRMRR141^MRI Brain - CO44668 (IMBRAVE15
7966|MR|ZCRMRR1401|OT|ZCRMRR143^MRI Brain - DIAN TU
8021|MR|ZCRMRR1402|OT|ZCRMRR147^MRI Brain - DPRCX Study
8053|MR|ZCRMRR1403|OT|ZCRMRR146^MRI Brain Safety Screen (DIAN-
8088|MR|ZCRMRR1404|OT|ZCRMRR145^MRI PDFF Liver - Cosmic (CRSP-
6197|MR|ZCRMRS10  |OT|ZCRMRS100^MRI Cervical Spine
6206|MR|ZCRMRS1001|OT|ZCRMRS100A^MRI Cervical Spine (Additiona
7062|MR|ZCRMRS1002|OT|ZCRMRS100GP^MRI Cervical Spine (ACCHT/GP
6212|MR|ZCRMRS11  |OT|ZCRMRS110^MRI Thoracic Spine
6230|MR|ZCRMRS1101|OT|ZCRMRS110A^MRI Thoracic Spine (Additiona
6194|MR|ZCRMRS12  |OT|ZCRMRS120^MRI Lumbar Spine
6223|MR|ZCRMRS1201|OT|ZCRMRS120A^MRI Lumbar Spine (Additional
7049|MR|ZCRMRS1202|OT|ZCRMRS120GP^MRI Lumbar Spine (ACCHT/GP)
6207|MR|ZCRMRS13  |OT|ZCRMRS135^MRI Sacrum & Coccyx
6209|MR|ZCRMRS1301|OT|ZCRMRS135A^MRI Sacrum & Coccyx (Addition
6218|MR|ZCRMRS20  |OT|ZCRMRS200^MRI Two/Three part Spine
8402|MR|ZCRMRS40  |OT|ZCRMRS400^MR Spine - Cervical
8578|MR|ZCRMRS4001|OT|ZCRMRS400A^MR Spine - Cervical (secondar
8606|MR|ZCRMRS4002|OT|ZCRMRS400GP^MR Spine - Cervical (ACCHT/G
8535|MR|ZCRMRS41  |OT|ZCRMRS410^MR Spine - Thoracic
8614|MR|ZCRMRS4101|OT|ZCRMRS410A^MR Spine - Thoracic (secondar
8412|MR|ZCRMRS42  |OT|ZCRMRS420^MR Spine - Lumbar
8536|MR|ZCRMRS4201|OT|ZCRMRS420A^MR Spine - Lumbar (secondary)
8548|MR|ZCRMRS4202|OT|ZCRMRS420GP^MR Spine - Lumbar (ACCHT/GP)
8550|MR|ZCRMRS43  |OT|ZCRMRS430^MR Spine - SIJs, Sacrum/Coccyx
8593|MR|ZCRMRS4301|OT|ZCRMRS430A^MR Spine - SIJs, Sacrum/Coccy
6205|MR|ZCRMRU10  |OT|ZCRMRU100^MRI Shoulder
6232|MR|ZCRMRU1001|OT|ZCRMRU100A^MRI Shoulder (Additional Regi
6245|MR|ZCRMRU1002|OT|ZCRMRU101^MRI Sterno-clavicular Joints
7051|MR|ZCRMRU1003|OT|ZCRMRU100GP^MRI Shoulder (ACCHT/GP)
7379|MR|ZCRMRU1004|OT|ZCRMRU105A^MRI Upper Arm (Additional Reg
7416|MR|ZCRMRU1005|OT|ZCRMRU105^MRI Upper Arm
6253|MR|ZCRMRU11  |OT|ZCRMRU110^MRI Upper Limb
6275|MR|ZCRMRU1101|OT|ZCRMRU110A^MRI Upper Limb (Additional Re
6192|MR|ZCRMRU12  |OT|ZCRMRU120^MRI Elbow
6284|MR|ZCRMRU1201|OT|ZCRMRU120A^MRI Elbow (Additional Region)
6264|MR|ZCRMRU13  |OT|ZCRMRU130A^MRI Forearm (Additional Regio
6289|MR|ZCRMRU1301|OT|ZCRMRU130^MRI Forearm
6202|MR|ZCRMRU14  |OT|ZCRMRU140^MRI Wrist
6208|MR|ZCRMRU1401|OT|ZCRMRU145^MRI Hand
6229|MR|ZCRMRU1402|OT|ZCRMRU141^MRI Scaphoid
6260|MR|ZCRMRU1403|OT|ZCRMRU140A^MRI Wrist (Additional Region)
6263|MR|ZCRMRU1404|OT|ZCRMRU145A^MRI Hand (Additional Region)
6300|MR|ZCRMRU1405|OT|ZCRMRU141A^MRI Scaphoid (Additional Regi
8457|MR|ZCRMRU20  |OT|ZCRMRU200^MR Shoulder
8636|MR|ZCRMRU2001|OT|ZCRMRU200A^MRI Shoulder (secondary)
8780|MR|ZCRMRU2002|OT|ZCRMRU201A^MR Shoulder (secondary)
8816|MR|ZCRMRU2003|OT|ZCRMRU201^MR Shoulder - Pectoralis
8670|MR|ZCRMRU21  |OT|ZCRMRU210A^MR Upper Arm (secondary
8683|MR|ZCRMRU2101|OT|ZCRMRU210^MR Upper Arm
8453|MR|ZCRMRU22  |OT|ZCRMRU220^MR Elbow
8771|MR|ZCRMRU2201|OT|ZCRMRU220A^MR Elbow (secondary)
8500|MR|ZCRMRU23  |OT|ZCRMRU230^MR Forearm
8727|MR|ZCRMRU2301|OT|ZCRMRU230A^MR Forearm (secondary)
8554|MR|ZCRMRU24  |OT|ZCRMRU240^MR Wrist
8613|MR|ZCRMRU2401|OT|ZCRMRU245^MR Scaphoid
8728|MR|ZCRMRU2402|OT|ZCRMRU240A^MR Wrist or Scaphoid (seconda
8549|MR|ZCRMRU25  |OT|ZCRMRU250^MR Hand
8779|MR|ZCRMRU2501|OT|ZCRMRU250A^MR Hand (secondary)
6200|MR|ZCRMRU86  |OT|ZCRMRU860^MR Arthro Shoulder
6201|MR|ZCRMRU8601|OT|ZCRMRU862^MRI Arthro Wrist
6297|MR|ZCRMRU8602|OT|ZCRMRU860A^MRI Arthro Shoulder (Addtiona
6495|MR|ZCRMRU8603|OT|ZCRMRU861^MRI Arthro Elbow
6775|MR|ZCRMRU8604|OT|ZCRMRU863^MRI Arthro Hand
6853|MR|ZCRMRU8605|OT|ZCRMRU862A^MRI Arthro Wrist (Additional
7058|MR|ZCRMRU8606|OT|ZCRMRU861A^MRI Arthro Elbow (Additional
7477|MR|ZCRMRU8607|OT|ZCRMRU863A^MRI Arthro Hand (Additional R
6228|MR|ZCRMRV10  |OT|ZCRMRV100^MRA Brain
6234|MR|ZCRMRV1001|OT|ZCRMRV102^Brain and Cerebral MRA
6254|MR|ZCRMRV1002|OT|ZCRMRV100A^MRA Brain (Additional Region)
6274|MR|ZCRMRV1003|OT|ZCRMRV103^Brain and Carotid MRA
6235|MR|ZCRMRV11  |OT|ZCRMRV110^MRA Neck
6255|MR|ZCRMRV1101|OT|ZCRMRV110A^MR Angiography Face or Neck (
7045|MR|ZCRMRV12  |OT|ZCRMRV120^MRA Chest
7125|MR|ZCRMRV1201|OT|ZCRMRV120A^MRA Chest (Additional Region)
6750|MR|ZCRMRV14  |OT|ZCRMRV140^MRA Abdomen
6798|MR|ZCRMRV15  |OT|ZCRMRV150^MRA Renal
6503|MR|ZCRMRV16  |OT|ZCRMRV160^MRA Pelvis
6864|MR|ZCRMRV17  |OT|ZCRMRV170^Peripheral MRA
6273|MR|ZCRMRV35  |OT|ZCRMRV355^MRA Contrast Enhanced
6283|MR|ZCRMRV3501|OT|ZCRMRV356^MRI Non Contrast MRA in Additi
6301|MR|ZCRMRV3502|OT|ZCRMRV357^MRI Contrast MRA in Addition
6458|MR|ZCRMRV3503|OT|ZCRMRV355A^MRA Contrast Enhanced (Additi
8498|MR|ZCRMRV65  |OT|ZCRMRV651^MRA Head - COW
8519|MR|ZCRMRV6501|OT|ZCRMRV657^MRA Neck
8778|MR|ZCRMRV6502|OT|ZCRMRV653^MRA Head - Post Coiling
8863|MR|ZCRMRV6503|OT|ZCRMRV652A^MRV Head (secondary)
8902|MR|ZCRMRV6504|OT|ZCRMRV650^MRA Head
8922|MR|ZCRMRV6505|OT|ZCRMRV652^MRV Head
8793|MR|ZCRMRV68  |OT|ZCRMRV684^MRA Pelvis
8963|MR|ZCRMRV69  |OT|ZCRMRV691^MRA Lower Limbs
8679|MR|ZCRMRV91  |OT|ZCRMRV910^MRA in addition to scan
7027|MR|ZCRMRZ00  |OT|ZCRMRZ001^MRI RT Planning 1 Region
7232|MR|ZCRMRZ10  |OT|ZCRMRZ105^MRI Contrast
7409|MR|ZCRMRZ11  |OT|ZCRMRZ110^MRI Contrast - Primovist
7482|MR|ZCRMRZ14  |OT|ZCRMRZ140^MRI Recall for Gadolinium
6246|MR|ZCRMRZ35  |OT|ZCRMRZ355A^MRI Other Region (Not Include
6248|MR|ZCRMRZ3501|OT|ZCRMRZ356^MRI Additional Area
6403|MR|ZCRMRZ3502|OT|ZCRMRZ355^MRI Other Region
7352|MR|ZCRMRZ3503|OT|ZCRMRZ357^MRI IRON LOADING (LIVERLAB)
7573|MR|ZCRMRZ3504|OT|ZCRMRZ350^MRI Paediatric Scan (GA in add
6707|MR|ZCRMRZ65  |OT|ZCRMRZ650^MRI Musculo-skeletal misc.
8532|MR|ZCRMRZ91  |OT|ZCRMRZ910^MR Additional Region (secondar
6676|MR|ZCRMRZ92  |OT|ZCRMRZ925^MRI IN ADDITION & NOT CHARGED
6755|MR|ZCRMRZ9201|OT|ZCRMRZ920^MRI Images Transferred to PACS
6658|MR|ZCRMRZ99  |OT|ZCRMRZ990^No Imaging Performed - MRI
7299|MR|ZCRMRZ9901|OT|ZCRMRZ991^MRI Recall Imaging
8566|MR|ZCRMRZ9902|OT|ZCRMRZ999^MR Images Transferred to PACS
8574|MR|ZCRMRZ9903|OT|ZCRMRZ995^MR In Addition (not charged)
7673|MR|ZCRNMMR   |OT|ZCRNMMR^NMMR^MRI  MRCP
3037|MR|ZCRR01    |OT|ZCRR01^MRI Head
3784|MR|ZCRR01A   |OT|ZCRR01A^MRI Head (Additional Region)
3025|MR|ZCRR02    |OT|ZCRR02^MRI IAM's
6180|MR|ZCRR02A   |OT|ZCRR02A^MRI IAM's (Additional Region)
3284|MR|ZCRR03    |OT|ZCRR03^MRI Orbits
3048|MR|ZCRR04    |OT|ZCRR04^MRI Pituitary
3372|MR|ZCRR05    |OT|ZCRR05^MRI Head and Limited Spine (MS)
3271|MR|ZCRR07    |OT|ZCRR07^MRI 3T Level I Complexity
3171|MR|ZCRR08    |OT|ZCRR08^MRI 3T Level II Complexity
3118|MR|ZCRR09    |OT|ZCRR09^MRI 3T Level III Complexity
3370|MR|ZCRR10    |OT|ZCRR10^limited study
3848|MR|ZCRR104   |OT|ZCRR104^MRI Liver
3787|MR|ZCRR107A  |OT|ZCRR107A^MR Angiography Face or Neck (Ad
3839|MR|ZCRR108   |OT|ZCRR108^MRA Abdomen
3265|MR|ZCRR11    |OT|ZCRR11^MRI Angiography Head or Neck
3833|MR|ZCRR111   |OT|ZCRR111^MRI Two Spine Region or Whole Sp
3840|MR|ZCRR112   |OT|ZCRR112^MRI Female Pelvis - SX Insurance
3853|MR|ZCRR113   |OT|ZCRR113^MRI Male Pelvis - SX Insurance
3768|MR|ZCRR115   |OT|ZCRR115^MRI Pituitary Gland
6046|MR|ZCRR117   |OT|ZCRR117^MRI Brain and Spinal Cord
3898|MR|ZCRR118   |OT|ZCRR118^MRI Brain and Detailed Spine Rev
6085|MR|ZCRR119   |OT|ZCRR119^MRI Brain with Full Spine Review
3111|MR|ZCRR12    |OT|ZCRR12^MR Brain & MRA
3854|MR|ZCRR120   |OT|ZCRR120^Brain and Cerebral MRA
3843|MR|ZCRR124   |OT|ZCRR124^MRI Pituitary Fossa
6074|MR|ZCRR127   |OT|ZCRR127^MRI Enterography Small Bowel
3182|MR|ZCRR15    |OT|ZCRR15^MR Angiography with Gd
3261|MR|ZCRR20    |OT|ZCRR20^MRI Face & Neck
3846|MR|ZCRR22    |OT|ZCRR22^MRI Neck
3910|MR|ZCRR22A   |OT|ZCRR22A^MRI Neck (Additional Region)
3368|MR|ZCRR28    |OT|ZCRR28^MRI TMJ's
3255|MR|ZCRR30    |OT|ZCRR30^MRI Chest
3775|MR|ZCRR30A   |OT|ZCRR30A^MRI Chest (Additional Region)
3114|MR|ZCRR31    |OT|ZCRR31^MRI Cardiac (Standard)
3218|MR|ZCRR32    |OT|ZCRR32^MRI Cardiac (Limited)
3200|MR|ZCRR33    |OT|ZCRR33^MRI Cardiac (Complex)
3141|MR|ZCRR37    |OT|ZCRR37^MRI Brachial Plexus
3782|MR|ZCRR37A   |OT|ZCRR37A^MRI Brachial Plexus (Additional
3058|MR|ZCRR38    |OT|ZCRR38^MRI Breasts
3038|MR|ZCRR40    |OT|ZCRR40^MRI Abdo & Pelvis
6070|MR|ZCRR40A   |OT|ZCRR40A^MRI Abdomen (Additional Region)
3168|MR|ZCRR41    |OT|ZCRR41^MRI Pelvis
3742|MR|ZCRR41A   |OT|ZCRR41A^MRI Pelvis (Additional Region)
3161|MR|ZCRR42    |OT|ZCRR42^MRI MRCP
3173|MR|ZCRR46    |OT|ZCRR46^MRI Pelvis - MSK
3183|MR|ZCRR47    |OT|ZCRR47^MRI Ferriscan Liver
3273|MR|ZCRR48    |OT|ZCRR48^MRI Abdomen with Contrast (Gadoli
3256|MR|ZCRR49    |OT|ZCRR49^MRI Pelvis with contrast (Gadoli
3059|MR|ZCRR50    |OT|ZCRR50^MRI Spine 1 region
3748|MR|ZCRR50A   |OT|ZCRR50A^MRI Lumbar Spine (Additional Reg
3065|MR|ZCRR51    |OT|ZCRR51^MRI Spine 2 Regions
3773|MR|ZCRR51A   |OT|ZCRR51A^MRI Cervical Spine (Additional R
3150|MR|ZCRR52    |OT|ZCRR52^MRI Spine 3 Regions
3753|MR|ZCRR53    |OT|ZCRR53^MRI Thoracic Spine
3755|MR|ZCRR53A   |OT|ZCRR53A^MRI Thoracic Spine (Additional R
3749|MR|ZCRR54    |OT|ZCRR54^MRI Sacrum & Coccyx
3764|MR|ZCRR54A   |OT|ZCRR54A^MRI Sacrum & Coccyx (Additional
3157|MR|ZCRR60    |OT|ZCRR60^MRI Upper Limb
3241|MR|ZCRR61    |OT|ZCRR61^MRI Shoulder
3777|MR|ZCRR61A   |OT|ZCRR61A^MRI Shoulder (Additional Region)
3206|MR|ZCRR62    |OT|ZCRR62^MRI Elbow
3761|MR|ZCRR62A   |OT|ZCRR62A^MRI Elbow (Additional Region)
3146|MR|ZCRR63    |OT|ZCRR63^MRI Wrist
3828|MR|ZCRR63A   |OT|ZCRR63A^MRI Wrist (Additional Region)
3195|MR|ZCRR64    |OT|ZCRR64^MRI Hand
3781|MR|ZCRR64A   |OT|ZCRR64A^MRI Hand (Additional Region)
6041|MR|ZCRR65    |OT|ZCRR65^MRI Extremity
3190|MR|ZCRR66    |OT|ZCRR66^MRI Scaphoid
3156|MR|ZCRR70    |OT|ZCRR70^MRI Lower Limb
3779|MR|ZCRR70A   |OT|ZCRR70A^MRI Lower Leg (Additional Region
3142|MR|ZCRR71    |OT|ZCRR71^MRI Hip
3741|MR|ZCRR71A   |OT|ZCRR71A^MRI Hip (Additional Region)
3126|MR|ZCRR72    |OT|ZCRR72^MRI Knee
3756|MR|ZCRR72A   |OT|ZCRR72A^MRI Knee (Additional Region)
3120|MR|ZCRR73    |OT|ZCRR73^MRI Ankle
3838|MR|ZCRR73A   |OT|ZCRR73A^MRI Ankle (Additional Region)
3169|MR|ZCRR74    |OT|ZCRR74^MRI Foot
3769|MR|ZCRR74A   |OT|ZCRR74A^MRI Foot (Additional Region)
